department,category,datetime,week,year
FF Wellsee,Technische Hilfe,2022-02-09 16:40:00,6,2022
FF Wellsee,Brand oder Explosion,2022-02-09 16:05:00,6,2022
FF Russee,Brand oder Explosion,2022-02-09 12:20:00,6,2022
FF Elmschenhagen,Technische Hilfe,2022-02-09 08:44:00,6,2022
FF Gaarden,Brand oder Explosion,2022-02-09 02:46:00,6,2022
FF Schilksee,Brand oder Explosion,2022-01-09 08:49:00,1,2022
FF Russee,Brand oder Explosion,2022-08-29 19:34:00,35,2022
FF Russee,Brand oder Explosion,2022-08-27 03:23:00,34,2022
FF Russee,Brand oder Explosion,2022-08-26 13:45:00,34,2022
FF Dietrichsdorf,Brand oder Explosion,2022-08-26 06:32:00,34,2022
FF Wellsee,Brand oder Explosion,2022-08-25 17:43:00,34,2022
FF Rönne,Technische Hilfe,2022-08-18 21:10:00,33,2022
FF Dietrichsdorf,Brand oder Explosion,2022-08-18 12:18:00,33,2022
FF Elmschenhagen,Technische Hilfe,2022-08-18 00:51:00,33,2022
FF Russee,Technische Hilfe,2022-08-17 23:34:00,33,2022
FF Elmschenhagen,Technische Hilfe,2022-08-17 23:28:00,33,2022
FF Russee,Technische Hilfe,2022-08-17 23:23:00,33,2022
FF Russee,Technische Hilfe,2022-08-17 23:10:00,33,2022
FF Elmschenhagen,Technische Hilfe,2022-08-17 22:57:00,33,2022
FF Russee,Technische Hilfe,2022-08-17 22:54:00,33,2022
FF Suchsdorf,Brand oder Explosion,2022-08-17 11:21:00,33,2022
FF Schilksee,Brand oder Explosion,2022-12-08 22:58:00,49,2022
FF Schilksee,Technische Hilfe,2022-12-08 20:08:00,49,2022
Löschzug Gefahrgut,Technische Hilfe,2022-12-08 20:08:00,49,2022
FF Gaarden,Technische Hilfe,2022-12-08 20:08:00,49,2022
FF Elmschenhagen,Technische Hilfe,2022-12-08 20:08:00,49,2022
FF Suchsdorf,Technische Hilfe,2022-12-08 20:03:00,49,2022
FF Schilksee,Fehlalarm,2022-12-08 06:27:00,49,2022
FF Russee,Fehlalarm,2022-09-08 00:44:00,36,2022
FF Russee,Brand oder Explosion,2022-08-08 15:10:00,32,2022
FF Russee,Brand oder Explosion,2022-08-08 13:36:00,32,2022
FF Russee,Fehlalarm,2022-08-08 02:37:00,32,2022
FF Russee,Brand oder Explosion,2022-07-08 10:37:00,27,2022
FF Gaarden,Brand oder Explosion,2022-07-08 02:00:00,27,2022
FF Dietrichsdorf,Brand oder Explosion,2022-03-08 19:28:00,10,2022
FF Russee,Fehlalarm,2022-03-08 12:12:00,10,2022
FF Russee,Brand oder Explosion,2022-01-08 12:47:00,1,2022
FF Schilksee,Brand oder Explosion,2022-07-31 16:09:00,30,2022
FF Russee,Brand oder Explosion,2022-07-27 01:15:00,30,2022
FF Gaarden,Sonstiger Einsatz,2022-07-26 06:21:00,30,2022
FF Russee,Brand oder Explosion,2022-07-24 20:40:00,29,2022
FF Suchsdorf,Brand oder Explosion,2022-07-23 13:55:00,29,2022
FF Elmschenhagen,Brand oder Explosion,2022-07-23 13:35:00,29,2022
FF Elmschenhagen,Brand oder Explosion,2022-07-16 21:29:00,28,2022
FF Schilksee,Brand oder Explosion,2022-07-15 10:39:00,28,2022
FF Russee,Brand oder Explosion,2022-07-13 23:49:00,28,2022
FF Wellsee,Brand oder Explosion,2022-07-13 02:06:00,28,2022
FF Suchsdorf,Technische Hilfe,2022-12-07 12:21:00,49,2022
FF Suchsdorf,Brand oder Explosion,2022-09-07 20:40:00,36,2022
FF Schilksee,Brand oder Explosion,2022-07-07 11:53:00,27,2022
FF Elmschenhagen,Brand oder Explosion,2022-04-07 21:47:00,14,2022
FF Dietrichsdorf,Brand oder Explosion,2022-04-07 21:41:00,14,2022
FF Wellsee,Sonstiger Einsatz,2022-03-07 19:47:00,10,2022
FF Dietrichsdorf,Brand oder Explosion,2022-03-07 16:08:00,10,2022
FF Gaarden,Technische Hilfe,2022-02-07 11:31:00,6,2022
FF Russee,Fehlalarm,2022-01-07 19:47:00,1,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-01-07 12:06:00,1,2022
FF Wellsee,Sonstiger Einsatz,2022-06-26 19:45:00,25,2022
FF Gaarden,Sonstiger Einsatz,2022-06-26 08:00:00,25,2022
FF Gaarden,Sonstiger Einsatz,2022-06-25 12:00:00,25,2022
FF Russee,Brand oder Explosion,2022-06-24 18:20:00,25,2022
FF Russee,Brand oder Explosion,2022-06-24 16:13:00,25,2022
FF Russee,Sonstiger Einsatz,2022-06-24 11:41:00,25,2022
FF Suchsdorf,Brand oder Explosion,2022-06-24 11:23:00,25,2022
FF Russee,Sonstiger Einsatz,2022-06-23 14:30:00,25,2022
FF Elmschenhagen,Sonstiger Einsatz,2022-06-23 12:00:00,25,2022
FF Dietrichsdorf,Fehlalarm,2022-06-21 21:50:00,25,2022
FF Russee,Brand oder Explosion,2022-06-21 13:07:00,25,2022
FF Meimersdorf,Sonstiger Einsatz,2022-06-21 10:45:00,25,2022
FF Dietrichsdorf,Brand oder Explosion,2022-06-21 03:32:00,25,2022
FF Elmschenhagen,Sonstiger Einsatz,2022-06-19 06:45:00,24,2022
FF Dietrichsdorf,Brand oder Explosion,2022-06-18 16:45:00,24,2022
FF Elmschenhagen,Brand oder Explosion,2022-06-18 12:18:00,24,2022
FF Schilksee,Brand oder Explosion,2022-06-17 11:03:00,24,2022
FF Suchsdorf,Brand oder Explosion,2022-06-16 03:24:00,24,2022
FF Wellsee,Technische Hilfe,2022-06-14 12:15:00,24,2022
FF Dietrichsdorf,Brand oder Explosion,2022-06-14 02:34:00,24,2022
FF Schilksee,Technische Hilfe,2022-12-06 17:33:00,49,2022
FF Russee,Fehlalarm,2022-11-06 12:28:00,44,2022
FF Dietrichsdorf,Brand oder Explosion,2022-11-06 11:47:00,44,2022
FF Schilksee,Brand oder Explosion,2022-09-06 23:04:00,36,2022
FF Elmschenhagen,Brand oder Explosion,2022-09-06 16:19:00,36,2022
FF Dietrichsdorf,Brand oder Explosion,2022-06-06 18:21:00,23,2022
FF Schilksee,Technische Hilfe,2022-03-06 15:55:00,9,2022
FF Dietrichsdorf,Brand oder Explosion,2022-03-06 14:31:00,9,2022
FF Elmschenhagen,Fehlalarm,2022-05-28 08:41:00,21,2022
FF Dietrichsdorf,Brand oder Explosion,2022-05-27 17:08:00,21,2022
FF Suchsdorf,Brand oder Explosion,2022-05-27 14:30:00,21,2022
FF Dietrichsdorf,Brand oder Explosion,2022-05-26 11:17:00,21,2022
FF Dietrichsdorf,Brand oder Explosion,2022-05-23 20:17:00,21,2022
FF Russee,Brand oder Explosion,2022-05-23 18:41:00,21,2022
FF Schilksee,Brand oder Explosion,2022-05-23 14:27:00,21,2022
FF Moorsee,Brand oder Explosion,2022-05-20 20:35:00,20,2022
FF Rönne,Brand oder Explosion,2022-05-20 20:35:00,20,2022
FF Russee,Brand oder Explosion,2022-05-20 20:33:00,20,2022
FF Suchsdorf,Sonstiger Einsatz,2022-05-19 12:15:00,20,2022
FF Schilksee,Sonstiger Einsatz,2022-05-19 12:14:00,20,2022
FF Schilksee,Brand oder Explosion,2022-05-13 16:48:00,19,2022
FF Rönne,Brand oder Explosion,2022-05-13 14:05:00,19,2022
FF Moorsee,Brand oder Explosion,2022-05-13 14:05:00,19,2022
FF Schilksee,Brand oder Explosion,2022-09-05 19:51:00,36,2022
FF Suchsdorf,Sonstiger Einsatz,2022-08-05 14:30:00,31,2022
FF Russee,Brand oder Explosion,2022-07-05 19:15:00,27,2022
FF Russee,Fehlalarm,2022-04-05 18:36:00,14,2022
FF Russee,Technische Hilfe,2022-03-05 17:25:00,9,2022
FF Elmschenhagen,Brand oder Explosion,2022-01-05 09:28:00,1,2022
FF Dietrichsdorf,Brand oder Explosion,2022-01-05 09:19:00,1,2022
FF Russee,Brand oder Explosion,2022-04-29 06:49:00,17,2022
FF Russee,Brand oder Explosion,2022-04-28 20:29:00,17,2022
FF Suchsdorf,Brand oder Explosion,2022-04-27 04:17:00,17,2022
FF Suchsdorf,Sonstiger Einsatz,2022-04-27 04:10:00,17,2022
FF Schilksee,Brand oder Explosion,2022-04-27 03:24:00,17,2022
FF Rönne,Brand oder Explosion,2022-04-25 10:46:00,17,2022
FF Moorsee,Brand oder Explosion,2022-04-25 10:46:00,17,2022
FF Rönne,Technische Hilfe,2022-04-24 10:00:00,16,2022
FF Russee,Brand oder Explosion,2022-04-24 05:38:00,16,2022
FF Gaarden,Technische Hilfe,2022-04-19 20:35:00,16,2022
FF Schilksee,Technische Hilfe,2022-04-17 09:56:00,15,2022
FF Gaarden,Brand oder Explosion,2022-04-15 21:20:00,15,2022
FF Wellsee,Brand oder Explosion,2022-04-15 20:40:00,15,2022
FF Dietrichsdorf,Brand oder Explosion,2022-11-04 14:34:00,44,2022
FF Schilksee,Brand oder Explosion,2022-10-04 18:33:00,40,2022
FF Schilksee,Brand oder Explosion,2022-08-04 16:40:00,31,2022
FF Russee,Brand oder Explosion,2022-08-04 14:20:00,31,2022
FF Wellsee,Sonstiger Einsatz,2022-01-04 22:25:00,1,2022
FF Elmschenhagen,Brand oder Explosion,2022-01-04 15:41:00,1,2022
FF Elmschenhagen,Sonstiger Einsatz,2022-01-04 14:30:00,1,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-03-31 22:30:00,13,2022
FF Meimersdorf,Sonstiger Einsatz,2022-03-31 14:30:00,13,2022
FF Gaarden,Sonstiger Einsatz,2022-03-30 22:40:00,13,2022
FF Meimersdorf,Sonstiger Einsatz,2022-03-30 14:30:00,13,2022
FF Russee,Sonstiger Einsatz,2022-03-29 22:30:00,13,2022
FF Dietrichsdorf,Brand oder Explosion,2022-03-29 15:41:00,13,2022
FF Moorsee,Sonstiger Einsatz,2022-03-29 14:30:00,13,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-03-29 11:43:00,13,2022
FF Suchsdorf,Technische Hilfe,2022-03-29 11:09:00,13,2022
FF Suchsdorf,Sonstiger Einsatz,2022-03-28 22:20:00,13,2022
FF Russee,Sonstiger Einsatz,2022-03-28 14:00:00,13,2022
FF Elmschenhagen,Sonstiger Einsatz,2022-03-27 22:30:00,12,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-03-27 14:35:00,12,2022
FF Suchsdorf,Sonstiger Einsatz,2022-03-26 22:20:00,12,2022
FF Schilksee,Sonstiger Einsatz,2022-03-26 14:20:00,12,2022
FF Rönne,Sonstiger Einsatz,2022-03-25 22:40:00,12,2022
FF Schilksee,Brand oder Explosion,2022-03-25 21:19:00,12,2022
FF Gaarden,Sonstiger Einsatz,2022-03-25 14:45:00,12,2022
FF Gaarden,Brand oder Explosion,2022-03-22 16:56:00,12,2022
FF Suchsdorf,Brand oder Explosion,2022-03-22 11:27:00,12,2022
FF Elmschenhagen,Brand oder Explosion,2022-03-20 19:00:00,11,2022
FF Dietrichsdorf,Sonstiger Einsatz,2022-03-18 23:58:00,11,2022
FF Russee,Fehlalarm,2022-03-18 21:55:00,11,2022
FF Elmschenhagen,Brand oder Explosion,2022-03-16 10:57:00,11,2022
FF Russee,Sonstiger Einsatz,2022-03-16 10:48:00,11,2022
FF Russee,Technische Hilfe,2022-03-13 15:30:00,10,2022
FF Russee,Brand oder Explosion,2022-12-03 04:50:00,48,2022
FF Russee,Technische Hilfe,2022-11-03 11:05:00,44,2022
FF Schilksee,Brand oder Explosion,2022-09-03 20:45:00,35,2022
FF Dietrichsdorf,Brand oder Explosion,2022-09-03 10:26:00,35,2022
FF Suchsdorf,Brand oder Explosion,2022-07-03 22:40:00,26,2022
FF Russee,Technische Hilfe,2022-05-03 15:42:00,18,2022
FF Meimersdorf,Technische Hilfe,2022-01-03 23:15:00,1,2022
FF Elmschenhagen,Brand oder Explosion,2022-01-03 03:38:00,1,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-25 20:39:00,8,2022
FF Elmschenhagen,Brand oder Explosion,2022-02-25 14:39:00,8,2022
FF Dietrichsdorf,Brand oder Explosion,2022-02-24 09:07:00,8,2022
FF Meimersdorf,Technische Hilfe,2022-02-21 17:31:00,8,2022
FF Elmschenhagen,Technische Hilfe,2022-02-21 16:29:00,8,2022
FF Gaarden,Technische Hilfe,2022-02-21 15:37:00,8,2022
FF Wellsee,Technische Hilfe,2022-02-21 14:02:00,8,2022
FF Suchsdorf,Technische Hilfe,2022-02-20 11:38:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 18:20:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 18:03:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 16:20:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 16:12:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 15:57:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 15:21:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 15:04:00,7,2022
FF Rönne,Technische Hilfe,2022-02-19 15:03:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 14:28:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 14:13:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 13:27:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 13:14:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 12:56:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 12:48:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 12:47:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 12:41:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 12:41:00,7,2022
FF Wellsee,Technische Hilfe,2022-02-19 12:35:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 12:35:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 12:30:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 12:16:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 12:10:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 12:07:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 12:00:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 11:52:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 11:47:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 11:35:00,7,2022
FF Meimersdorf,Technische Hilfe,2022-02-19 11:25:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 11:21:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 11:18:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 11:07:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 10:57:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 10:43:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 10:39:00,7,2022
FF Rönne,Technische Hilfe,2022-02-19 10:23:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 10:06:00,7,2022
FF Moorsee,Technische Hilfe,2022-02-19 10:04:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 09:54:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 09:50:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 09:35:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 09:35:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 09:32:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 09:20:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 09:20:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 09:12:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 09:10:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 09:09:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 09:01:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 09:00:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 09:00:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 08:45:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 08:43:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 08:41:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 08:41:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 08:18:00,7,2022
FF Wellsee,Technische Hilfe,2022-02-19 08:13:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 08:09:00,7,2022
FF Moorsee,Fehlalarm,2022-02-19 08:08:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 08:01:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 08:00:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 07:57:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 07:48:00,7,2022
FF Wellsee,Technische Hilfe,2022-02-19 07:27:00,7,2022
FF Russee,Sonstiger Einsatz,2022-02-19 07:25:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 07:10:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 07:07:00,7,2022
FF Meimersdorf,Technische Hilfe,2022-02-19 06:33:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-19 06:04:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 05:20:00,7,2022
FF Meimersdorf,Technische Hilfe,2022-02-19 05:16:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 04:49:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-19 04:42:00,7,2022
FF Wellsee,Technische Hilfe,2022-02-19 04:08:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 03:33:00,7,2022
FF Russee,Technische Hilfe,2022-02-19 03:21:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 03:19:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-19 03:16:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 03:03:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 02:41:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 02:30:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 02:26:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 02:14:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 01:54:00,7,2022
FF Meimersdorf,Fehlalarm,2022-02-19 01:21:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 01:11:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 01:01:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-19 00:41:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-19 00:16:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-18 23:25:00,7,2022
FF Meimersdorf,Technische Hilfe,2022-02-18 23:19:00,7,2022
FF Russee,Sonstiger Einsatz,2022-02-18 23:05:00,7,2022
FF Russee,Technische Hilfe,2022-02-18 23:00:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-18 22:53:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-18 22:52:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-18 22:52:00,7,2022
FF Meimersdorf,Technische Hilfe,2022-02-18 22:43:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-18 22:43:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-18 22:39:00,7,2022
FF Schilksee,Technische Hilfe,2022-02-18 22:39:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-18 22:39:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-18 22:34:00,7,2022
FF Wellsee,Technische Hilfe,2022-02-18 22:31:00,7,2022
FF Russee,Technische Hilfe,2022-02-18 22:23:00,7,2022
FF Russee,Technische Hilfe,2022-02-18 22:19:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-18 22:12:00,7,2022
FF Moorsee,Technische Hilfe,2022-02-18 22:08:00,7,2022
FF Russee,Technische Hilfe,2022-02-18 22:06:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-18 22:05:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-18 21:59:00,7,2022
FF Suchsdorf,Technische Hilfe,2022-02-18 21:43:00,7,2022
FF Russee,Sonstiger Einsatz,2022-02-18 21:32:00,7,2022
FF Russee,Technische Hilfe,2022-02-18 21:31:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-18 21:23:00,7,2022
FF Russee,Technische Hilfe,2022-02-18 20:59:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-18 20:57:00,7,2022
FF Wellsee,Technische Hilfe,2022-02-18 20:48:00,7,2022
FF Russee,Technische Hilfe,2022-02-18 17:28:00,7,2022
FF Russee,Fehlalarm,2022-02-17 19:00:00,7,2022
FF Elmschenhagen,Brand oder Explosion,2022-02-17 09:28:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-17 07:10:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-17 06:46:00,7,2022
FF Gaarden,Fehlalarm,2022-02-17 06:17:00,7,2022
FF Gaarden,Fehlalarm,2022-02-17 06:06:00,7,2022
FF Elmschenhagen,Brand oder Explosion,2022-02-17 01:17:00,7,2022
FF Elmschenhagen,Technische Hilfe,2022-02-14 19:14:00,7,2022
FF Dietrichsdorf,Technische Hilfe,2022-02-14 12:07:00,7,2022
FF Gaarden,Technische Hilfe,2022-02-13 18:15:00,6,2022
FF Russee,Sonstiger Einsatz,2022-02-13 11:10:00,6,2022
FF Russee,Brand oder Explosion,2022-02-13 11:02:00,6,2022
FF Schilksee,Brand oder Explosion,2022-11-02 22:10:00,44,2022
FF Schilksee,Brand oder Explosion,2022-11-02 14:41:00,44,2022
FF Suchsdorf,Brand oder Explosion,2022-09-02 21:02:00,35,2022
FF Gaarden,Brand oder Explosion,2022-07-02 23:50:00,26,2022
FF Schilksee,Brand oder Explosion,2022-06-02 12:10:00,22,2022
FF Elmschenhagen,Brand oder Explosion,2022-02-02 06:38:00,5,2022
FF Suchsdorf,Technische Hilfe,2022-01-31 18:28:00,5,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 16:50:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 16:35:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 16:18:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 16:08:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 12:03:00,4,2022
FF Gaarden,Technische Hilfe,2022-01-30 10:47:00,4,2022
FF Gaarden,Technische Hilfe,2022-01-30 10:39:00,4,2022
FF Gaarden,Technische Hilfe,2022-01-30 10:34:00,4,2022
FF Gaarden,Technische Hilfe,2022-01-30 10:19:00,4,2022
FF Russee,Sonstiger Einsatz,2022-01-30 10:15:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 09:59:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 09:56:00,4,2022
FF Schilksee,Technische Hilfe,2022-01-30 09:55:00,4,2022
FF Gaarden,Technische Hilfe,2022-01-30 09:53:00,4,2022
FF Elmschenhagen,Technische Hilfe,2022-01-30 09:36:00,4,2022
FF Elmschenhagen,Technische Hilfe,2022-01-30 09:36:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 09:35:00,4,2022
FF Schilksee,Technische Hilfe,2022-01-30 09:32:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 09:21:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 09:19:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 09:14:00,4,2022
FF Dietrichsdorf,Technische Hilfe,2022-01-30 09:09:00,4,2022
FF Schilksee,Technische Hilfe,2022-01-30 09:00:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 08:54:00,4,2022
FF Dietrichsdorf,Technische Hilfe,2022-01-30 08:50:00,4,2022
FF Rönne,Technische Hilfe,2022-01-30 08:49:00,4,2022
FF Moorsee,Technische Hilfe,2022-01-30 08:49:00,4,2022
FF Dietrichsdorf,Technische Hilfe,2022-01-30 08:46:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 08:32:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 08:27:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 08:22:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 08:15:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 08:15:00,4,2022
FF Dietrichsdorf,Technische Hilfe,2022-01-30 08:12:00,4,2022
FF Dietrichsdorf,Technische Hilfe,2022-01-30 08:07:00,4,2022
FF Dietrichsdorf,Technische Hilfe,2022-01-30 07:59:00,4,2022
FF Schilksee,Technische Hilfe,2022-01-30 07:56:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 07:50:00,4,2022
FF Schilksee,Technische Hilfe,2022-01-30 07:42:00,4,2022
FF Schilksee,Technische Hilfe,2022-01-30 07:38:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 07:37:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 07:33:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 07:19:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 01:23:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 00:35:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 00:28:00,4,2022
FF Meimersdorf,Technische Hilfe,2022-01-30 00:14:00,4,2022
FF Russee,Technische Hilfe,2022-01-30 00:12:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-30 00:10:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-29 23:46:00,4,2022
FF Suchsdorf,Technische Hilfe,2022-01-29 23:44:00,4,2022
FF Elmschenhagen,Technische Hilfe,2022-01-29 21:32:00,4,2022
FF Elmschenhagen,Technische Hilfe,2022-01-29 21:21:00,4,2022
FF Schilksee,Technische Hilfe,2022-01-29 21:19:00,4,2022
FF Dietrichsdorf,Brand oder Explosion,2022-01-29 21:15:00,4,2022
